gene,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18,,
ydiR,42.3177,33.8722,35.4465,42.5197,37.6445,40.4281,41.8658,44.5091,46338,939,40.5491
ydiS,44874,35.5399,39.4698,25.7704,30.9462,38.8198,29.3048,42.0633,35.9296,1290,35.8575
ydiT,38.7953,34.8429,23.8663,28.9788,20.9359,20.4084,24.8041,48.4649,42.7448,294,31.5379
ydiU,53.1283,54.9352,65.2302,49.7559,64.7396,66.8869,44.3311,45.9664,52.5657,1437,55.2821
ydiV,49.1259,53.4755,38.8052,55.6848,53.6944,53.9761,46.9584,50.7935,52.2346,714,50.5276
ydiY,44.6783,52.8533,51.2011,39.8377,45.6452,48.4955,33.9038,51.4638,64.2707,759,48.0388
ydiZ,70.5935,72866,101395,824364,1064.84,640769,199903,72.7081,150917,291,355373
ydjA,97.3146,99277,128744,117422,104497,97.2001,76.9876,67.7587,101102,552,98.9225
ydjE,53.1543,55.5054,53.6171,42.6548,43.6095,51877,45.0252,52.22,46.2361,1359,49.3222
ydjF,70.9358,67.5768,83.6759,53.4838,53.0597,44.5429,90.9992,50.2096,55.0128,759,63.2774
ydjG,47.8195,46.0042,48.2341,28.2681,28.6828,42.5787,39.4753,45.7025,28.9266,981,39.5213
ydjH,47867,46321,40.8035,30.3094,30.4233,55.3804,38.4621,45.1555,34.2098,948,40.9925
ydjI,48.3539,43.3919,38.4765,31.3352,22.6918,40.1163,37.6543,46.6679,37455,837,38.4603
ydjJ,42.8193,41.7185,41.0151,22.4019,22.5723,38683,33.4802,53.7396,41.2893,1044,37.5244
ydjK,43.9027,44.1231,41.8498,20.9423,25.7421,38.8801,30.9165,46.7746,47295,1380,37.8251
ydjL,54.4321,46.7591,41763,26.6791,40.3322,48.5328,40.2371,51.4372,46423,1077,44.0662
ydjM,64.0193,66.7867,107158,284643,271975,206172,162536,88.7477,126897,591,153215
ydjN,43.5682,39.0082,30.3736,34563,40.9333,38.3791,48.3535,44.7168,58148,1392,42.0049
ydjO,38.8217,45.6184,31.7761,18.0768,24.9356,42.3369,39.8253,42.0521,34.7906,804,35.3593
ydjX,56.4055,72.2396,88.3128,58.0344,67.0302,61.3444,64.7224,49.5825,49034,711,62.9673
ydjY,48.9306,48.7077,35.5584,25.3785,17.8974,38.1216,39.5615,47.1496,46.0394,678,38.5938
ydjZ,53.4398,40.1683,31.7647,21.4717,40.4879,42.8623,39.1874,36.6071,42.7526,708,38.7491
yeaC,151395,179219,239228,478522,434178,281491,346337,120359,243529,273,274917
yeaD,662896,765484,1240.5,641036,613429,322.82,199844,89.6615,181698,885,524152
yeaE,53.1453,52.5324,42.5063,40.6401,31.47,38327,35.1949,49.1693,52313,855,43922
yeaG,66.0434,63.6016,56.5315,645598,702719,393326,152.35,72.5257,145813,1935,255.39
yeaH,46.8986,47.6452,33.2086,134008,157508,108556,58.7529,54.4571,61.9866,1284,78.1135
yeaI,54.2587,49.6981,32.5456,27.9556,33.5996,44.4033,36.7426,51.9504,50.4444,1476,42.3998
yeaJ,56.0983,62.0742,47.0603,42.2398,36.3282,47.9034,45424,50.5627,53.8339,1491,49.0583
yeaK,68865,75.6149,50.6904,64.3027,44.3143,51.5116,59.7057,45.8797,47.1878,504,56.4525
yeaL,37.5886,50.6414,54.3368,33.2614,32261,30.4598,32.8158,42868,49.2751,447,40.3898
yeaM,66.6182,65.1862,86.4556,76.4142,63.7552,66.1153,40.3808,51.5542,52.7692,822,63.2499
yeaN,82.3327,85.7561,111724,67.9807,61.2986,55.0573,57.9371,52.6614,63.3344,1182,70898
yeaO,349427,376496,522684,1714.23,1650.47,1210.89,1059.56,371677,617398,348,874759
yeaP,84093,91.5338,115735,101.6,103871,82.2097,63.8868,62.7636,75.4666,1026,86.7956
yeaQ,45.8064,48.3321,46.9658,133509,98.1717,132532,70.3556,70.6662,75.4333,249,80.1969
yeaR,43.0954,43.1801,23.4889,11601,29.3103,40.3851,34.9253,34.7175,47.6704,360,34.2638
yeaV,45.9699,43.8926,38.4466,33.7344,29.1886,43.4892,48.8085,47.1244,37.2865,1446,40.8823
yeaW,48.7847,46.3559,41.7403,34.0048,40.1746,48.7185,35.4655,54.1286,43.4814,1125,43.6505
yeaX,54.5292,39.4512,39.4845,32.8575,33.1333,40.9704,41.8236,55.4403,44.7631,966,42.4948
yeaY,44.1473,62.4038,52.2434,50.2311,36.8644,37.8672,41.7664,46.1681,61.2955,582,48.1097
yebB,51.2538,50.4891,42.9648,34.0758,37.6221,61.9984,46.9841,56375,40.1128,603,46.8751
yebC,538984,655254,1180.98,714208,525449,332455,425213,167591,344478,741,542735
yebE,45.8053,47.7568,35.1652,36.4482,27.4451,28.6717,41.6564,47.7841,50.3661,660,40.1221
yebF,261432,302794,397628,9668.1,9593.07,5649.06,3087.28,887704,3022.79,357,3652.21
yebG,255.19,300326,348083,12001.5,12168.3,5995.31,3075.73,877985,3512.88,291,4281.7
yebK,136951,153.48,273802,125195,120475,95.0939,128236,74.5825,74709,870,131392
yebO,52.3788,61.9345,63.0952,118.91,131896,76.1227,96.9178,58.8577,45.0429,288,78.3507
yebQ,52.7079,59.6438,54.6031,40487,41.5975,43.3327,54.7825,51.27,64.9089,1374,51.4815
yebS,44.0331,50.3231,46.6602,49.4398,57.2509,57.4234,51.6373,46.8039,45.2534,1284,49.8694
yebT,52.8008,46.3425,55.3953,56.3824,52.6116,61.0661,47.7658,50.3645,56.0727,2634,53.2002
yebV,40.1048,36.5732,34.9202,134.63,104626,114899,79.5767,57.1409,67.8494,237,74.4801
yebW,76.9713,81.7088,106825,142692,143803,118391,99.9738,61.2568,82344,192,101552
yebY,73.5141,87973,82.0665,57.1502,58.6205,56.6808,58.3315,62.7636,89.2955,342,69.5995
yebZ,58.2309,62.9372,63063,46.8824,44.9222,53.2652,54.5363,55.2961,60212,873,55.4828
yecA,60.1246,67.8705,68.6163,78.5105,85.8183,70.5136,62.2993,59.2496,67.7672,666,68.9744
yecC,40.6367,43.0001,43.2465,30.6155,38.0683,41067,48.3111,41.1892,32.84,753,39886
yecD,58.1852,52684,63.7794,62.7559,54.2783,61.8648,43.3148,60.1169,70305,567,58.5871
yecE,55.1819,45.5701,54.4798,34.2676,33.4974,38.7438,36.3326,51.7055,55.7674,819,45.0607
yecF,53.9629,65.9043,43.1796,25.9862,42.9884,67.6931,42.0967,56.0939,68.4652,225,51.8189
yecH,53.6563,37.0115,23.9887,36.8912,49.0947,62.9815,42.2597,64.1037,33.2191,240,44.8007
yecJ,142.84,179656,239173,121976,140271,112639,108435,68.6064,113.68,252,136364
yecM,59.1585,58.1167,56164,35.9447,54.8986,43.1425,53.8109,57.5714,70.7817,567,54.3988
yecN,150362,172033,208084,263237,278003,147438,99696,62.4248,97.9341,396,164357
yecR,64.1605,61.0225,69.4117,31.4516,44.5082,64.1033,62.3482,44.0722,38.3699,324,53272
yecS,47.8473,37.4773,50.5591,55.6848,59672,57.6067,53.5,53.4757,51.5064,669,51.9255
yecT,50.1608,50.2471,39,27.6716,48.1911,57.1031,45.7672,69.2665,42.8322,489,47.8044
yedA,52.0667,51.6457,57.6275,44.6204,46.5909,57.3798,55.6075,56.8155,75.4138,921,55.3075
yedD,82.0583,99.3202,112.99,109352,81.1342,91.4169,70.6606,71282,54.5084,414,85.8581
yedE,110745,93.3751,138591,105136,99.1591,91.3711,99598,63301,84.3714,1206,98.4053
yedF,46.6463,47.4506,54.5896,24.9868,19.5402,19231,41.9104,45.4064,31761,234,36.8358
yedI,46.8929,39095,47.0366,44.9482,41.3792,62.2179,49489,58.2723,63.7371,918,50.3409
yedJ,45.1101,47.6538,42.9108,50.8844,45.9868,56.5325,47.8116,54.3573,50.8674,696,49.1238
yedK,57.4717,34.6932,51097,57.6824,58.6205,53.8123,41.5972,53.8888,45.4468,669,50.4789
yedL,49185,44.0258,27.7369,265547,206271,157694,59897,57.7701,94.3085,480,106937
yedP,56.7374,43.9819,34.1751,87.4169,112931,75.6513,59784,65481,78.1626,816,68.2579
yedQ,62.7686,56.8432,59.2287,100036,99603,78.4216,73.6338,62.0508,77.0114,1695,74.3996
yedR,42.0538,40.3192,28.0196,37.4275,27.3883,52.0183,30.2305,55963,38.3972,366,39.0908
yedV,86.4097,86658,155423,89489,88.9013,80.0655,80.5519,65.71,71.8896,1359,89.4554
yedW,97.0012,120031,171.08,130014,135037,121911,67.4808,64.5241,73.1947,672,108919
yedY,47.7759,38.7044,37.0571,39.3949,31.4976,44.2026,49.2082,56.1,57.2784,1005,44.5799
yedZ,47.6302,37.9576,38.7553,39.9249,31.5224,55.5159,50477,63.9275,57.5784,636,47.0321
yeeA,69.2545,64.6678,79.3393,520724,524097,327526,349.53,126487,248055,1059,256631
yeeD,36.3088,47.4426,33.9314,83.5272,50.9073,51.62,80.5121,47.9481,56.8963,228,54.3437
yeeE,49.6826,37.8807,36.8665,30.4452,47.1621,41077,71.9482,57.3571,60.6101,1059,48.1144
yeeJ,47.5963,40.2157,41.6421,32.8349,32.4537,47.8207,43.7522,56.4006,53.1006,7077,43.9796
yeeN,189096,228093,378399,401.21,327686,250244,575172,159581,285334,717,310535
yeeO,47.0214,42.2686,50.6616,36.8238,42.1926,53.9709,47.0366,60.8182,48.5846,1488,47.7087
yeeR,45.0411,103925,49.8786,30.1853,66.9949,47.0425,47.8429,76.5606,43.4562,1533,56.7697
yeeS,32.3756,40.7054,25.3572,33.6351,35.4084,35.3644,29.6279,46.7152,39.9038,447,35.4548
yeeT,44.4719,32.5908,29.9859,52.6748,12.6747,56.6535,54.3703,49.1057,52.9558,222,42.8315
yeeX,1557.57,1714.03,3191.59,3439.29,3284.35,1989.18,1454.67,388228,982344,330,2000.14
yeeY,47.7385,39.6689,40626,61.7922,61.6461,62.1595,59.8463,56.5958,60.2993,930,54.4858
yeeZ,68.5315,64515,75.8915,77.9587,67.9998,72.0288,67.4631,64.9528,73.7065,825,70.3386
yefM,77.8686,61.6858,72.8228,35.7974,43.9654,64.5612,63.1982,45.5751,64.8832,252,58.9286
yegD,40.5638,42.8858,50.7964,36.3001,36914,50.4867,42.3131,54.1992,54.5308,1353,45.4433
yegE,53.2082,49.0521,52543,74.3639,70.44,68.6126,59.7204,65.6926,58.0344,3318,61.2964
yegH,55.9791,53.5907,51.3394,51.5717,48.5174,56.6003,52.2822,60.2341,54.1709,1584,53.8095
yegI,50.8021,48.4926,42.9689,38.4388,43.0847,51737,44.0845,62.2211,55.1758,1947,48.5562
yegJ,42.3411,46.2062,38.1638,30.7351,54.4333,44.7058,47.8976,62.7461,67.8568,462,48.3429
yegK,45.2266,35.8176,36.3608,24.5539,27.9255,43.6104,37.1804,58.9987,46.9936,762,39.6297
yegL,48.8714,48.1909,33.8022,41.2574,38.6362,44.4061,51.8165,59.0438,63.4695,660,47.7216
yegP,48.4311,54.2104,51.8674,201669,193817,110188,113775,71.0995,101042,333,105122
yegQ,99.6362,92.0948,101318,121795,113109,90.9024,67.8813,63.2655,83.24,1362,92.5825
yegR,36.0601,55.4159,53.1825,55.1595,43.1358,46.8075,85.1388,65.4725,56941,318,55.2571
yegS,47.8989,48.3935,48.9769,195268,187586,143207,72.5516,71.4822,73.1196,900,98.7204
yegT,48.8941,50.2791,44.4861,37.6461,41.9701,53.1787,38.2375,59.6626,46.7346,1278,46.7876
yegU,49.7284,45.9035,34.0138,44.5478,40.2469,58.3244,50.9597,56.0389,47.1942,1005,47.4397
yegV,40.4367,33.5929,29.7996,38.7372,34.5897,53154,35.7497,51.1806,55.6741,966,41.4349
yegW,63.2096,62.1413,68.8832,61.9465,56.2663,54.2175,58.4614,63.5133,51.9169,747,60.0618
yegX,57.2783,42.9461,51.1846,38551,37792,48.6058,48.7164,63.8914,53.1275,819,49.1215
yehA,41.8882,43.2579,30.7681,25.6634,30.2448,42.3639,56.6094,56.2541,38.9066,1035,40.6618
yehB,45.0334,46.8906,28.0641,34.2727,36.2923,51.4842,47.8735,60.6741,43.8991,2481,43.8315
yehC,48.5462,42.0856,25.2381,34339,28089,42.1479,42.4925,67.5157,51.7993,720,42.4726
yehD,38.6224,48.5483,32.8022,26.1503,34978,63.3242,37.3566,73.5756,40.8123,543,44.0189
yehE,62.1913,65.2845,64.4377,429484,344863,226.68,196176,83.7402,89.6066,282,173607
yehI,50.9072,49.0779,33.6753,40.6025,44.7762,57.0419,53.0427,67249,56.6476,3633,50.3356
yehK,44.7377,47.7568,50.3536,25.2158,30.9693,72.5698,47.1822,65.2794,51.4169,318,48.3868
yehL,42.9645,44.2704,41.1376,36663,42.4716,53.7196,45.9514,59.1608,58.32,1089,47.1843
yehM,40.1279,43.5466,35.4307,32.3118,36175,52531,45.8809,63.1811,48.9545,2280,44.2377
yehP,45.1417,41.8344,28.3244,34.3806,42.6893,61.4986,46.4443,56.0691,51.2229,1137,45.2895
yehR,48.8449,52.5634,49.0678,44.8371,38.8266,58.1925,65.8592,65.1389,48.8452,462,52464
yehS,305436,415.97,706673,343.33,309905,237631,147354,100536,140.58,471,300824
yehT,145298,167447,247633,90.9518,82.8015,78.5266,75.5552,74.0839,82.3909,720,116076
yehU,99.7657,122833,195815,90.7603,80.1077,73.0915,93.6646,69.9225,78.2239,1686,100465
yehW,34.0954,48.4418,47.4366,46.3279,37.2384,64944,40.6508,61.0391,47.2581,732,47.4925
yehX,43.4609,43.6611,28.9184,47.7556,51.7909,49.6645,40.0568,56.0171,46.0633,927,45.2654
yehY,41.1458,39653,31.6949,46.1636,52.2421,61.4794,46.8325,60.0377,56.5953,1158,48.4271
yeiB,46.6531,49.4889,34.4915,41.5472,46.9268,60184,46.1811,64.2542,61.7297,1158,50.1618
yeiE,50.4755,52.8736,46.1007,50.1921,54.0346,62.6643,45.7118,60.2329,57.6059,882,53.3213
yeiG,82.2749,89.9504,123383,154281,139723,133445,156425,91.1345,133191,837,122645
yeiH,61.6135,56.6941,42.8369,58.7077,62.1377,61.9787,58.5149,67.3537,62.0305,1050,59.0964
yeiI,54.1702,48.8092,38329,48.7817,52.3224,70.6726,50.0308,63.2778,51.9916,1089,53.1539
yeiL,56.8618,50.6873,63.5155,35.4358,46.3635,66.0847,64.1356,60.9049,45.6571,660,54.4051
yeiP,156354,193652,276937,135276,97.5985,101693,79.4323,68.6517,80.4169,573,132224
yeiQ,58.8135,71.2445,95.1698,81.9899,79.5992,82.1152,77.7642,73.3065,69.4526,1467,76.6062
yeiR,79.0905,80.6349,88.2259,100199,106907,89.9005,82.8867,69.4438,89.4012,987,87.4099
yeiS,100925,91.0363,179165,118.33,77.6722,116348,61.1194,62.4403,78825,240,98429
yeiW,63.9668,76.6917,119943,118576,96.5514,76019,61.1399,61.4167,83.7268,255,84.2257
yejA,67.3692,69.3854,68.9922,77.3144,69.2788,82.0734,65.0708,77.9298,83.3107,1815,73.4139
yejB,57.8494,52.9904,57.0142,46.5311,55.4084,79.1369,44781,66.2964,66.0218,1095,58.4477
yejE,54.5678,60.1149,38.7536,55.0335,55.7066,51.9574,44.6064,62.7935,64.9302,1026,54.2738
yejF,85.3102,92.1345,121.98,95.3996,106291,86.9386,83.7154,68.5434,81.4171,1590,91.3033
yejG,49.4127,50.0408,63.1007,48.4216,63.7179,72.9105,60.9827,66.0452,51.7014,345,58.4815
yejH,59.0929,65.8994,56.0894,55.9694,59.3196,64.4091,61.6876,64.9741,67.3725,1761,61646
yejK,339823,404582,690389,274944,296243,197.69,186185,113.42,179635,1008,298101
yejL,198757,223703,342.47,233.73,242967,199901,116.54,87.2764,88.3077,228,192628
yejM,81971,82.9438,109625,81.6773,93.9726,78.8241,84.9156,72.8386,83.7168,1761,85.6094
yfaA,47.8155,43.6003,27.9087,33.8263,41.5446,51.8519,47.0965,61.4713,54.8035,1689,45.5465
yfaD,52.5321,51.3385,52.7751,38.2369,54.7125,62.5648,43.4937,61792,53.1506,900,52.2885
yfaE,42.5644,40.1719,65.6161,30.7904,60.6895,50.2268,46.0193,56.3589,78.4276,255,52.3183
yfaL,47.4004,42.0878,36.8172,42.7762,43.4382,52.8814,45.7854,60.6148,58.2569,3753,47.7843
yfaP,42.3805,41.5797,33.5749,33.5399,39.3821,55.9852,45.5243,58.3735,44.5211,777,43.8735
yfaQ,42.4791,38.9,29.9859,33.2084,30.0563,55.5251,42774,56.2614,53.2325,1650,42.4914
yfaT,42.0603,45.8052,38.3473,44.7085,43.1199,54.3645,51.4477,51.4759,39.4125,624,45638
yfaY,42.92,45494,44.2684,53.7407,40.7858,44.8883,47589,58.4812,57.0618,1203,48.3588
yfaZ,160136,171.37,242538,84604,77.0811,53.7618,73.4783,50.3323,59.2276,543,108059
yfbK,42.9038,41953,23.01,25.9089,34.1953,46.8088,39.7276,57.8092,52.7846,1728,40.5668
yfbL,40.8179,45.3247,31.6517,30.4204,38.3566,46.2968,42.9452,47.2631,40.5942,972,40.4079
yfbM,45.1395,45.1984,46.7637,26.1851,42.9186,45.1013,48.8955,51.6071,43.4342,504,43.9159
yfbN,41.3086,45.0592,24.0891,18.6393,40.7155,47.3131,39.7477,60.2603,33.1696,717,38.9225
yfbO,41.8958,40.4747,49.7638,35.5435,39.4961,41.1898,41.6132,53.6489,55.5848,423,44.3567
yfbP,45.2147,45.0567,40.8994,44.6659,45985,55.3146,53.1161,54255,41.0638,849,47.2857
yfbR,53.6563,61.6062,67.1683,70.4413,82.0687,64.2315,61.4686,45.7554,47.7454,600,61.5713
yfbS,46.8024,50297,40341,42.3788,40.3915,55.9619,46.1403,57.1614,50.7193,1833,47.7993
yfbT,86.0009,83.4093,96.7286,96.2295,112649,91.9897,80.7307,53.0203,66.0075,651,85.1961
yfbU,297812,294066,391452,349.97,375171,210026,177124,78.9732,139769,495,257152
yfbV,71.6763,73.9916,72.5973,95.6166,80.6032,69.0798,75.9167,58521,79714,456,75.3018
yfcA,68.3621,68982,72.6324,62.2845,59489,69.0891,48.2228,57.6256,66.2297,810,63.6575
yfcC,44.2273,44.5541,39.3897,33.4987,34.6867,44.1516,37915,48.6165,56.3258,1521,42.5962
yfcD,84.2465,87.0703,105696,130752,105582,101999,56498,61.1905,70.4262,543,89.2733
yfcE,415329,511514,731655,588152,600464,268818,208721,91.7377,195997,555,401376
yfcF,52.5749,45.5355,59.1349,48.6918,65.4368,62.6125,58.8695,51.99,47.9759,645,54758
yfcG,40.5025,38.9129,40.2588,67.8014,53.7355,55022,34.4079,52.5075,50.2562,648,48.1561
yfcH,101585,98.8789,161.4,136596,125.7,113579,86.5398,67737,72.8546,894,107208
yfcI,67.6533,67.9368,82.9912,100.12,89.6085,100882,88.6187,74.5479,67.0335,891,82.1546
yfcJ,49.0468,47.6352,37.9973,45.6247,39.5278,50.4018,34.4099,50842,56.7334,1179,45.8021
yfcL,86.3776,103216,132196,85.0241,84464,64.9305,63.0909,57.5644,122536,279,88.8222
yfcO,87.7301,96.6464,101777,115841,112962,96.8568,83107,65.4887,84.1677,822,93.8418
yfcP,47.3538,48.42,24.9882,41.1449,50.4788,39.7441,42.6865,49.7589,59.0562,540,44.8479
yfcQ,51164,52.1515,25.7547,23.9137,32.7268,44833,34.6254,47.0359,52504,489,40.5232
yfcR,43.9889,45.6622,25.2512,26377,44.2225,55.7811,35.9466,56.6877,38.7211,513,41.4043
yfcS,46.4187,55.3674,35.1229,35.7181,25.9238,43.8252,51.3166,63.1703,43.7867,753,44.5166
yfcV,40.9897,51.0591,43.3838,20.7337,24.6331,46.0316,42.6535,55.8086,48.8763,564,41.5744
yfcZ,63.9035,61.5811,24.62,63.3048,69.7276,45.7495,69.4095,52.2581,55948,285,56278
yfdC,59.0869,57.9684,55.5365,68.2183,80.1084,66.4119,64.6849,65.6296,68.6506,933,65.1439
yfdE,57.2548,63.6965,48.9821,33819,33.3001,63.7341,56.3194,68.5981,45.7504,1146,52.3838
yfdF,46.0925,58.8504,26673,23.8198,32.0503,60.4714,59.5215,61.2137,48.9985,1059,46.4101
yfdK,48946,40.7719,35.4935,23.8649,24.7243,43.1716,58.9217,54.5926,40.1403,441,41.1807
yfdN,39.5183,48.4803,29.8041,34.0858,34817,51.2826,49.1072,55.0269,49.1377,495,43.4733
yfdP,57.0983,53.8744,38.6594,23.0102,22.2855,51.1767,50.8005,52.1111,56.2105,363,45.0252
yfdQ,54.8549,52.7061,48.4135,32.3984,48.8149,49.3712,51.0037,61.1189,54.7066,825,50.3765
yfdR,46819,45.3556,16.7519,27.0647,35.0413,30.2969,54944,56.8991,45.7978,537,39.8856
yfdS,52.0304,47.5594,45.5983,20.7092,31.4904,40.0513,34.4058,51.6036,37.2255,363,40.0749
yfdT,51.9029,46.3521,63.4995,34.3935,27.0114,53168,33.9666,57.4025,36.2109,306,44.8786
yfdV,50.6795,49197,42.6465,29345,39.4525,65.2022,51.7117,62.1966,40.8961,945,47.9252
yfdX,54283,55.8664,32.2489,40.1876,39.2647,41.9091,38.8792,65.1828,45.0429,636,45.8738
yfdY,79.9956,83.7217,81.4431,118932,145466,119185,83.8208,56.9937,80.6323,243,94.4655
yfeA,68.0417,69.3454,70.5694,55.8373,54766,66.7553,67.6308,73.0831,62.9983,2190,65.4475
yfeC,257373,281.35,650302,294403,322668,247495,481788,141525,181738,345,317627
yfeD,74.8965,69.2655,63.1763,57.3851,72.4925,66.9415,76.3559,61.4948,79.4268,393,69.0483
yfeH,66.6618,64.4644,87.7064,74748,70415,78.4255,55.5449,75.1878,67.0909,999,71.1383
yfeK,76.8563,81.1865,51.3358,44.5478,52524,67.0777,72.1977,70.6702,40.3584,375,61.8616
yfeN,62.1231,64.4248,41.6274,31.6639,48.2757,73.7565,51.1691,77.6339,65533,765,57.3564
yfeO,55.4674,54.5954,44.6567,73.2275,58.6205,65.8168,60.1483,64.9835,64.2855,1257,60.2002
yfeR,56.5587,59.7346,63.6593,48.6566,44.0128,69.5801,58.8645,62278,49.9991,927,57.0382
yfeS,61.0712,79.2372,106725,100233,105517,85.5583,86.7859,91.9997,58.8315,735,86.2176
yfeW,55.6358,53.1363,49.0803,43.3957,44875,61.1855,55.3025,71394,56.1224,1305,54.4586
yfeX,179127,218726,320649,255779,222953,178079,203964,92.2957,166208,900,204198
yfeY,215264,230451,283304,171985,153879,124601,158.91,88.1266,109557,576,170675
yfeZ,112.15,98.2197,130339,140326,129356,102052,82.8895,77.1121,104499,450,108549
yffB,80.5597,77.0529,124479,68.7871,80.7879,60.4403,61.5156,71.7388,57.5338,357,75.8772
yffL,78.61,81.4543,101447,98.8795,81.0826,79.4402,110586,83.1326,83.1399,642,88.6414
yffM,60.5737,49504,77.5244,39.3868,48.6121,60.5073,42.5919,62.1657,56.5782,246,55.2716
yffN,60.6568,69.4997,26329,38.0286,40.9867,55035,52.7004,63.1643,48.7049,369,50.5673
yffO,56.1746,51.0207,40.9879,60.0915,27.8342,52.5739,41.4079,71.0637,65458,417,51.8458
yffP,58018,82.1271,52.0966,67.4967,74.3119,66.2401,55.3161,69.8434,47.5453,594,63.6661
yffQ,77.7064,90.5862,99.4769,95.0177,74904,79.6713,75.3944,72.6277,60.7721,378,80.6841
yffR,81.45,80.3845,113076,132198,123953,125075,127544,91.8125,80.8021,393,106255
yffS,81.1564,79.9483,95.5105,101676,87.2794,72.2231,65194,64.7908,72.2354,810,80.0016
yfgD,67.2833,74023,78.9627,59.3971,82.5572,90.0652,56.3462,58.8577,86.3322,360,72.6472
yfgF,51.8664,55929,53718,41.9869,49608,61.9094,52.1079,64.0715,56.8456,2244,54227
yfgG,612257,603675,1108.54,1093.68,1089.06,554694,371082,139947,294186,192,651903
yfgH,49.2699,61.4213,44.0255,41.8441,37612,48.6889,54.9115,67156,51.2916,519,50.6912
yfgI,55.0758,50.2773,38.3153,41.7636,34.1953,55.5562,56.3462,54.3083,47.0448,540,48.0981
yfgJ,46.5589,42.1188,23.3223,57.2316,32567,35.2568,76.8358,62.9806,30.6542,216,45.2807
yfgM,131333,130351,186868,181581,139613,103494,112706,74.8671,110105,621,130102
yfgO,64.8438,58.8191,44.2164,46.5613,48.3536,50.1962,50.6713,61.8794,57.0034,1062,53616
yfhG,88.7187,83.5743,178151,122.6,123399,83.5498,64.6853,53.6321,52.9916,714,94.5891
yfhH,50.6318,55.0975,54.4619,36.0082,43.9136,44.9856,46.0077,51.1806,29445,849,45748
yfhL,70.2496,79.3201,71001,53.7646,53.2301,57.0298,70.9747,48.9451,76.6247,261,64.5711
yfhM,59.9374,65.2541,67.9486,84.1668,77.9717,71.2733,65.2052,59.4858,60.4021,4962,67.9606
yfhR,45.1126,42.7297,45.8731,38.2955,37.0235,49.1234,48822,55311,47.5716,855,45.5403
yfiB,92.8075,111086,170603,101339,87.3846,83613,54.6658,47.7474,54.8348,483,89.3424
yfiE,38.1695,28.7515,30.8018,30.6835,26.5188,35.9763,30.5062,40.4222,34012,882,32.8713
yfiF,64.9843,72.4633,87.7043,66.9505,59.2982,56.0256,52.4082,46.5655,57.28,1038,62.6311
yfiH,39.9595,37.5791,36.8679,55.2284,51.1728,43.1909,27.7113,35.9942,31.0131,732,39.8575
yfiL,46.7451,46.7781,47.6824,294399,262831,164882,88.8592,56886,74.5792,366,120405
yfiM,43.5307,42.2294,60527,142821,147637,114318,105035,63.7862,105.1,324,91.6648
yfiN,57.6232,62.4691,90.9107,48.8774,53.7474,45703,44.1989,37.4407,33.9198,1227,52.7656
yfiP,162.91,201.89,426237,137659,104.41,115716,87.6581,62.8225,73.4605,699,152529
yfiR,84834,85.7137,135543,99.1382,85.7283,68.2534,72354,55.4999,61.7061,519,83.1967
yfjD,134841,155516,196.69,141224,128856,109.2,106551,66.9762,73.1816,1287,123671
yfjH,53.4401,58.6106,66.9277,49.9243,63.7659,47.6253,75.1497,53.0738,55.0681,957,58.1762
yfjI,56.4506,58.5274,52.4433,43.0076,36.5443,48.8549,57.7829,62.6363,46.7679,1410,51.4461
yfjJ,40.0986,35.4177,43.3288,14.3875,17.3898,40.3023,31.6835,53.1397,26724,627,33608
yfjK,56.7294,50.5371,65.3117,66.5929,71.8704,59.3263,54.3496,56.6492,43.9939,2190,58.3734
yfjL,89.3466,82.6661,119498,157343,143234,109178,79.8812,59.9164,74.4586,1617,101725
yfjM,42.0424,37.9883,43.6158,31.6391,33.9733,25.3499,38.7354,51.4132,30.7111,264,37.2743
yfjP,40.2423,32.8328,33.5259,32.4828,30328,34.7226,29.1045,53.9529,43.4789,864,36.7412
yfjQ,40881,34.8589,34.1445,30.8908,30.8079,38.8831,45.0715,56.2613,37.9741,822,38.8637
yfjR,50.7519,39185,24.6038,28.7943,30.8133,35.6677,28.5373,52.6241,43.3105,702,37.1431
yfjS,43.2289,45982,40.1162,31.6049,36.8359,48.3374,38.1347,54.2929,33.4778,444,41.3345
yfjT,43.6326,49.2874,45.3632,29.9841,28.5587,36.7361,30.8059,52.0336,34.0709,468,38.9414
yfjW,48.3663,52.0027,48.8854,55.4887,73.8949,53.0207,65.1776,55.0372,42.5052,1704,54931
yfjX,43.6866,39.7973,27.83,26.2046,34.0995,37.4564,37.2537,53.7229,36.5053,459,37.3952
yfjY,45.8324,41.3793,32.0346,37.6996,34.2256,32.7285,32.1053,57.9199,38.3284,483,39.1393
yfjZ,44.9306,35.1418,28.8543,23.6398,28.2042,37.0106,44.5463,63.3481,31.0201,318,37.4106
ygaC,55.2782,53.7783,38069,71.6639,68.3056,72.5761,46.4052,71.0298,42.6928,345,57.7554
ygaH,279779,269485,419802,317702,321366,167928,150927,86.1845,202693,336,246207
ygaM,138438,164327,176644,9987.83,9764.05,5179.78,1705.63,283.82,905771,330,3145.14
ygaP,82.4629,63.4483,52.7751,82.7317,70.6796,69.8909,77.7538,71.2434,58427,525,69.9347
ygaU,64592,57.3081,66.3687,614.76,541263,382312,214023,86.6658,143236,450,241.17
